@relation Printer.arff

@attribute rating numeric
@attribute numberOfSentences numeric
@attribute numberOfWords numeric
@attribute width numeric
@attribute depth numeric
@attribute smog numeric
@attribute wordsPerSentence numeric
@attribute percentComplexWords numeric
@attribute syllablesPerWords numeric
@attribute fleschReadingScore numeric
@attribute meanRatingOfProduct numeric
@attribute stdDevRating numeric
@attribute fleschKincaid numeric
@attribute numComplexWords numeric
@attribute numberOfSentiment numeric
@attribute popularityOfProduct numeric
@attribute fogIndex numeric
@attribute reviewHelpfulness {helpful,unhelpful}

@data
4.0,8.0,160.0,3.0,27.666666666666668,10.41145133972168,20.0,8.125,1.4249999523162842,65.98001098632812,4.125,1.2686114456365274,9.024999618530273,13.0,13.0,16.0,11.25,helpful
5.0,18.0,243.0,6.0,18.333333333333332,9.150863647460938,13.5,8.230452537536621,1.4814814329147339,67.79917907714844,4.0,1.5491933384829668,7.15648078918457,20.0,17.0,5.0,8.692181587219238,helpful
4.0,14.0,296.0,12.0,19.22222222222222,10.763078689575195,21.14285659790039,8.445945739746094,1.4864864349365234,59.618247985839844,2.857142857142857,1.6413036132965795,10.19625473022461,25.0,17.0,7.0,11.83552074432373,helpful
1.0,10.0,180.0,8.0,35.0,8.548686981201172,18.0,5.0,1.4388889074325562,66.83500671386719,3.411764705882353,1.8648079393114543,8.408889770507812,9.0,13.0,34.0,9.199999809265137,helpful
4.0,13.0,469.0,18.0,34.0,14.879551887512207,36.07692337036133,11.727079391479492,1.5351812839508057,40.340606689453125,2.1785714285714284,1.3107678073930402,16.595138549804688,55.0,26.0,28.0,19.121601104736328,helpful
1.0,6.0,139.0,1.0,9.0,11.855463981628418,23.16666603088379,10.071942329406738,1.4964028596878052,56.72516632080078,2.2857142857142856,1.4190156595953658,11.102554321289062,14.0,5.0,21.0,13.295443534851074,helpful
1.0,19.0,326.0,8.0,20.5,10.542939186096191,17.157894134521484,9.815950393676758,1.5398772954940796,59.1461181640625,2.9523809523809526,1.7586843154875607,9.272130966186523,32.0,7.0,21.0,10.789538383483887,helpful
5.0,27.0,482.0,8.0,27.0,11.132987022399902,17.851852416992188,10.995850563049316,1.5746887922286987,55.4967041015625,2.1666666666666665,1.5933891203622832,9.953548431396484,53.0,27.0,30.0,11.539080619812012,helpful
5.0,5.0,91.0,4.0,23.0,10.355216026306152,18.200000762939453,8.79120922088623,1.4505494832992554,65.64551544189453,3.25,1.7853571071357126,8.624483108520508,8.0,4.0,4.0,10.79648494720459,helpful
3.0,11.0,233.0,2.0,27.0,10.63711929321289,21.18181800842285,8.15450668334961,1.4978541135787964,58.61701202392578,2.823529411764706,1.653349332065317,10.345588684082031,19.0,15.0,17.0,11.734530448913574,helpful
4.0,15.0,325.0,8.0,31.0,12.688352584838867,21.66666603088379,12.923076629638672,1.5569230318069458,53.127655029296875,2.1785714285714284,1.3107678073930402,11.231693267822266,42.0,31.0,28.0,13.835898399353027,helpful
5.0,2.0,75.0,3.0,38.0,11.20814323425293,37.5,5.333333492279053,1.4533333778381348,45.82050323486328,1.75,1.4361406616345072,16.18433380126953,4.0,7.0,16.0,17.133333206176758,helpful
5.0,16.0,287.0,5.0,26.8,10.27003288269043,17.9375,8.71080207824707,1.4529616832733154,65.70789337158203,2.8,1.32664991614216,8.550573348999023,25.0,16.0,5.0,10.659320831298828,helpful
1.0,22.0,529.0,15.0,24.416666666666668,12.563389778137207,24.045454025268555,11.342155456542969,1.5274101495742798,53.2099609375,2.6206896551724137,1.7501486262688997,11.811164855957031,60.0,29.0,29.0,14.155044555664062,helpful
1.0,9.0,173.0,3.0,34.0,10.504223823547363,19.22222137451172,8.670519828796387,1.5144509077072144,59.201904296875,1.0,0.0,9.77718734741211,15.0,17.0,6.0,11.157096862792969,helpful
1.0,5.0,185.0,7.0,24.285714285714285,16.647924423217773,37.0,15.13513469696045,1.7135134935379028,24.316757202148438,2.8392857142857144,1.623232948187546,19.059459686279297,28.0,16.0,56.0,20.854055404663086,helpful
1.0,21.0,252.0,8.0,22.714285714285715,11.013439178466797,12.0,15.873016357421875,1.6230158805847168,57.34785461425781,2.888888888888889,1.3698697784375504,8.241588592529297,40.0,24.0,9.0,11.14920711517334,helpful
5.0,4.0,81.0,2.0,18.0,11.698219299316406,20.25,11.111111640930176,1.604938268661499,50.50347900390625,3.289473684210526,1.5373917546293188,11.245771408081055,9.0,4.0,38.0,12.54444408416748,helpful
5.0,16.0,354.0,6.0,20.5,12.384806632995605,22.125,11.86440658569336,1.5875706672668457,50.06965637207031,4.2,1.2220201853215575,11.772083282470703,42.0,30.0,15.0,13.595763206481934,helpful
5.0,9.0,181.0,9.0,20.166666666666668,11.855463981628418,20.11111068725586,11.60221004486084,1.5193370580673218,57.88630676269531,2.6,1.4047538337136984,10.181509017944336,21.0,11.0,15.0,12.685328483581543,helpful
2.0,17.0,310.0,13.0,21.416666666666668,8.313332557678223,18.235294342041016,4.516129016876221,1.399999976158142,69.88619232177734,3.0,1.5634719199411433,8.041765213012695,14.0,22.0,27.0,9.100569725036621,helpful
3.0,10.0,178.0,1.0,34.0,9.120678901672363,17.799999237060547,6.179775238037109,1.449438214302063,66.14553833007812,2.393939393939394,1.686656975766757,8.45536994934082,11.0,8.0,33.0,9.591910362243652,helpful
1.0,39.0,528.0,24.0,21.352941176470587,9.66187572479248,13.538461685180664,9.659090995788574,1.5416666269302368,62.668487548828125,2.6206896551724137,1.7501486262688997,7.881664276123047,51.0,14.0,29.0,9.279021263122559,helpful
2.0,10.0,153.0,13.0,22.714285714285715,7.554174423217773,15.300000190734863,3.9215688705444336,1.3398692607879639,77.95257568359375,2.5714285714285716,1.6350747346085137,6.187458038330078,6.0,12.0,14.0,7.68862771987915,helpful
1.0,6.0,103.0,0.0,NaN,11.538034439086914,17.16666603088379,12.621359825134277,1.4951456785202026,62.92152404785156,2.1666666666666665,1.5933891203622832,8.747718811035156,13.0,5.0,30.0,11.915209770202637,helpful
5.0,10.0,146.0,8.0,18.428571428571427,10.793553352355957,14.600000381469727,12.328766822814941,1.547945261001587,61.059844970703125,3.3333333333333335,1.699673171197595,8.369754791259766,18.0,18.0,3.0,10.771507263183594,helpful
5.0,12.0,120.0,5.0,13.0,8.841846466064453,10.0,10.0,1.4916666746139526,70.4900131225586,2.6666666666666665,1.8257418583505538,5.9116668701171875,12.0,8.0,18.0,8.0,helpful
3.0,12.0,394.0,11.0,29.0,13.16035270690918,32.83333206176758,9.390863418579102,1.5659898519515991,41.02642822265625,3.090909090909091,1.7296634173127678,15.693679809570312,37.0,22.0,11.0,16.889678955078125,helpful
1.0,11.0,171.0,12.0,16.428571428571427,10.01893138885498,15.545454978942871,9.356725692749023,1.5263158082962036,61.9300537109375,3.176470588235294,1.7568452380080093,8.483253479003906,16.0,8.0,17.0,9.960871696472168,helpful
1.0,14.0,296.0,5.0,27.25,10.608839988708496,21.14285659790039,8.108107566833496,1.4864864349365234,59.618247985839844,3.7142857142857144,1.4846149779161806,10.19625473022461,24.0,17.0,14.0,11.700386047363281,helpful
1.0,4.0,64.0,0.0,NaN,8.841846466064453,16.0,6.25,1.34375,76.91374969482422,2.0,1.5275252316519468,6.506248474121094,4.0,2.0,6.0,8.90000057220459,helpful
4.0,82.0,1824.0,84.0,25.78,11.56952953338623,22.2439022064209,9.813596725463867,1.5142543315887451,56.15153503417969,2.588235294117647,1.4974025954538652,10.953323364257812,179.0,112.0,17.0,12.822999954223633,helpful
5.0,8.0,144.0,2.0,16.0,10.12575626373291,18.0,8.333333969116211,1.4166666269302368,68.71501159667969,3.4761904761904763,1.707659150194391,8.14666748046875,12.0,11.0,42.0,10.533333778381348,helpful
5.0,9.0,191.0,2.0,29.5,11.20814323425293,21.22222137451172,9.424083709716797,1.5340313911437988,55.51539611816406,2.4,1.4966629547095767,10.78823471069336,18.0,14.0,10.0,12.258522033691406,helpful
4.0,29.0,457.0,6.0,16.2,10.996428489685059,15.758620262145996,12.03501033782959,1.5273523330688477,61.626007080078125,2.1785714285714284,1.3107678073930402,8.578620910644531,55.0,22.0,28.0,11.117452621459961,helpful
5.0,12.0,151.0,2.0,17.5,8.841846466064453,12.583333015441895,7.947020053863525,1.4304635524749756,73.04571533203125,2.3636363636363638,1.5534552264213697,6.196969985961914,12.0,11.0,22.0,8.212141990661621,helpful
5.0,12.0,232.0,6.0,24.75,8.841846466064453,19.33333396911621,5.1724138259887695,1.392241358757019,69.42805480957031,2.8823529411764706,1.7449878793166262,8.378448486328125,12.0,13.0,17.0,9.802299499511719,helpful
2.0,4.0,67.0,2.0,26.0,8.841846466064453,16.75,5.970149040222168,1.3731343746185303,73.66658782958984,3.176470588235294,1.7568452380080093,7.145484924316406,4.0,5.0,17.0,9.08806037902832,helpful
4.0,25.0,441.0,15.0,18.0,9.065959930419922,17.639999389648438,6.122448921203613,1.451247215270996,66.15489196777344,3.111111111111111,1.5234788000891208,8.414318084716797,27.0,22.0,9.0,9.504979133605957,helpful
5.0,18.0,269.0,4.0,17.25,10.98051929473877,14.94444465637207,12.639405250549316,1.5836430788040161,57.69020080566406,3.5,1.349603116263656,8.925321578979492,34.0,19.0,14.0,11.033540725708008,helpful
4.0,31.0,683.0,16.0,20.923076923076923,12.132559776306152,22.032258987426758,11.273792266845703,1.5900439023971558,49.95454406738281,3.9285714285714284,1.222660197758835,11.765098571777344,77.0,32.0,14.0,13.322421073913574,helpful
5.0,17.0,376.0,16.0,29.0,10.590485572814941,22.117647171020508,7.712765693664551,1.4893616437911987,58.385597229003906,3.142857142857143,1.551825784457174,10.6103515625,29.0,31.0,14.0,11.93216609954834,helpful
4.0,6.0,70.0,1.0,11.0,7.7935380935668945,11.666666984558105,5.714285850524902,1.3857142925262451,77.76191711425781,4.2,1.2220201853215575,5.311428070068359,4.0,2.0,15.0,6.952381134033203,helpful
3.0,4.0,75.0,1.0,42.0,11.20814323425293,18.75,10.666666984558105,1.506666660308838,60.339759826660156,3.289473684210526,1.5373917546293188,9.501167297363281,8.0,6.0,38.0,11.766667366027832,helpful
2.0,24.0,854.0,34.0,34.18181818181818,13.0923433303833,35.58333206176758,8.548009872436523,1.4918032884597778,44.51136779785156,2.8461538461538463,1.656973786810617,15.890777587890625,73.0,62.0,26.0,17.652536392211914,helpful
4.0,38.0,889.0,14.0,27.5,12.980372428894043,23.394737243652344,12.71091079711914,1.5849268436431885,49.004547119140625,2.5,1.6583123951777,12.236083984375,113.0,65.0,36.0,14.442259788513184,helpful
4.0,10.0,177.0,3.0,25.0,11.20814323425293,17.700000762939453,11.299434661865234,1.5254237651824951,59.81866455078125,2.5,1.6146649364939023,9.312999725341797,20.0,13.0,28.0,11.599774360656738,helpful
5.0,6.0,83.0,1.0,35.0,8.344099998474121,13.833333015441895,6.024096488952637,1.3975903987884521,74.55802917480469,2.5,1.8027756377319946,6.296566009521484,5.0,6.0,12.0,7.942971706390381,helpful
1.0,2.0,111.0,5.0,35.333333333333336,15.903188705444336,55.5,9.009008407592773,1.5405405759811401,20.172775268554688,2.44,1.6632498309033434,24.233379364013672,10.0,8.0,50.0,25.803604125976562,helpful
5.0,5.0,77.0,0.0,NaN,8.841846466064453,15.399999618530273,6.49350643157959,1.4285714626312256,70.34686279296875,2.6,1.624807680927192,7.273143768310547,5.0,4.0,5.0,8.757402420043945,helpful
5.0,21.0,447.0,12.0,26.333333333333332,10.712014198303223,21.285715103149414,8.27740478515625,1.4586129188537598,61.83135986328125,2.1666666666666665,1.5933891203622832,9.92306137084961,37.0,28.0,30.0,11.825247764587402,helpful
2.0,19.0,547.0,14.0,23.0,14.01570987701416,28.789474487304688,12.614258766174316,1.5612431764602661,45.53251647949219,2.888888888888889,1.3698697784375504,14.060565948486328,69.0,38.0,9.0,16.561492919921875,helpful
3.0,8.0,146.0,3.0,26.333333333333332,10.951600074768066,18.25,10.273972511291504,1.5410958528518677,57.934539794921875,2.5,1.6583123951777,9.712430953979492,15.0,8.0,8.0,11.409588813781738,helpful
3.0,3.0,78.0,3.0,18.5,11.20814323425293,26.0,7.692307949066162,1.5512820482254028,49.20654296875,2.5,1.6146649364939023,12.855127334594727,6.0,5.0,28.0,13.476922988891602,helpful
1.0,5.0,91.0,2.0,23.5,8.841846466064453,18.200000762939453,5.494505405426025,1.3296703100204468,75.87189483642578,2.6,1.685229954635272,7.198110580444336,5.0,1.0,10.0,9.477802276611328,helpful
1.0,31.0,689.0,7.0,20.4,10.456487655639648,22.225807189941406,7.402031898498535,1.4339622259140015,62.962615966796875,1.6666666666666667,1.2084359562332871,9.998819351196289,51.0,34.0,21.0,11.85113525390625,helpful
4.0,58.0,1134.0,28.0,18.217391304347824,11.515700340270996,19.55172348022461,11.022927284240723,1.5458554029464722,56.21064758300781,3.2142857142857144,1.3720980508784675,10.276266098022461,125.0,61.0,14.0,12.229860305786133,helpful
4.0,9.0,162.0,8.0,19.6,12.65034294128418,18.0,15.432098388671875,1.685185194015503,45.99833679199219,3.0,1.889822365046136,11.315185546875,25.0,9.0,14.0,13.37283992767334,helpful
5.0,4.0,67.0,2.0,26.5,10.686352729797363,16.75,10.447761535644531,1.492537260055542,63.56510925292969,2.5,1.857417562100671,8.554439544677734,7.0,4.0,10.0,10.879104614257812,helpful
5.0,19.0,452.0,15.0,30.4,13.023865699768066,23.789474487304688,12.610618591308594,1.6283185482025146,44.93293762207031,3.6666666666666665,1.8856180831641267,12.902053833007812,57.0,26.0,3.0,14.560037612915039,helpful
1.0,11.0,183.0,0.0,NaN,10.832165718078613,16.636363983154297,10.928961753845215,1.5355191230773926,60.04417419433594,2.35,1.7965244223221684,9.01730728149414,20.0,8.0,20.0,11.026130676269531,helpful
1.0,8.0,93.0,1.0,22.0,7.168622016906738,11.625,4.301075458526611,1.376344084739685,78.596923828125,2.6206896551724137,1.7501486262688997,5.184610366821289,4.0,7.0,29.0,6.370429992675781,helpful
5.0,4.0,41.0,1.0,18.0,10.12575626373291,10.25,14.634145736694336,1.5365853309631348,66.43614196777344,3.0,1.35400640077266,6.539207458496094,6.0,6.0,12.0,9.953658103942871,helpful
3.0,4.0,85.0,2.0,62.0,11.20814323425293,21.25,9.411765098571777,1.529411792755127,55.878021240234375,3.111111111111111,1.5947444549341472,10.744560241699219,8.0,7.0,9.0,12.2647066116333,helpful
3.0,15.0,322.0,9.0,24.0,10.934197425842285,21.46666717529297,8.69565200805664,1.4596272706985474,61.56187438964844,2.588235294117647,1.4974025954538652,10.00560188293457,28.0,19.0,17.0,12.06492805480957,helpful
1.0,7.0,119.0,1.0,29.0,10.608839988708496,17.0,10.084033966064453,1.4369747638702393,68.0119400024414,4.2,1.2220201853215575,7.996301651000977,12.0,7.0,15.0,10.833613395690918,helpful
1.0,3.0,106.0,6.0,35.0,16.32212257385254,35.33333206176758,15.094339370727539,1.6415094137191772,32.09999084472656,1.0,0.0,17.559810638427734,16.0,1.0,4.0,20.171070098876953,helpful
1.0,6.0,58.0,1.0,17.0,6.427355766296387,9.666666984558105,3.4482758045196533,1.3965517282485962,78.87506866455078,2.0416666666666665,1.3987841942995431,4.659311294555664,2.0,6.0,24.0,5.24597692489624,helpful
1.0,23.0,261.0,4.0,15.25,8.716276168823242,11.34782600402832,8.429119110107422,1.4636015892028809,71.49626159667969,2.4,1.4966629547095767,6.106149673461914,22.0,16.0,10.0,7.910778045654297,helpful
5.0,8.0,174.0,7.0,19.5,7.64542293548584,21.75,2.873563289642334,1.3045977354049683,74.3897933959961,3.176470588235294,1.7568452380080093,8.286754608154297,5.0,7.0,17.0,9.849425315856934,helpful
4.0,20.0,563.0,14.0,33.22222222222222,12.161745071411133,28.149999618530273,8.88099479675293,1.4600355625152588,54.743751525878906,2.3333333333333335,1.247219128924647,12.616920471191406,50.0,27.0,3.0,14.812397956848145,helpful
2.0,25.0,446.0,10.0,21.555555555555557,11.044913291931152,17.84000015258789,10.76233196258545,1.5381165742874146,58.60273742675781,1.5333333333333334,0.7180219742846006,9.517375946044922,48.0,22.0,15.0,11.440933227539062,helpful
5.0,22.0,346.0,10.0,17.0,11.654830932617188,15.727272987365723,14.161849021911621,1.5953757762908936,55.90303039550781,3.2142857142857144,1.3720980508784675,9.369070053100586,49.0,18.0,14.0,11.955649375915527,helpful
5.0,10.0,175.0,3.0,22.666666666666668,11.00357723236084,17.5,10.857142448425293,1.531428575515747,59.51365661621094,2.3636363636363638,1.4156737729452216,9.305858612060547,19.0,10.0,44.0,11.342857360839844,helpful
5.0,14.0,419.0,9.0,23.25,14.756829261779785,29.928571701049805,13.84248161315918,1.6181384325027466,39.56298828125,2.8461538461538463,1.5613679330911108,15.176177978515625,58.0,20.0,13.0,17.508420944213867,helpful
1.0,6.0,94.0,1.0,9.0,8.344099998474121,15.666666984558105,5.319149017333984,1.4042552709579468,72.13333892822266,2.142857142857143,1.8070158058105026,7.090213775634766,5.0,5.0,7.0,8.394327163696289,helpful
5.0,2.0,89.0,2.0,27.0,13.023865699768066,44.5,6.741572856903076,1.3707865476608276,45.698974609375,2.433333333333333,1.6265163865007801,17.94028091430664,6.0,12.0,30.0,20.49662971496582,helpful
3.0,9.0,136.0,2.0,17.5,10.746094703674316,15.11111068725586,11.764705657958984,1.4926470518112183,65.21928405761719,2.3333333333333335,1.5634719199411433,7.916568756103516,16.0,15.0,18.0,10.750327110290527,helpful
1.0,6.0,51.0,1.0,15.0,7.168622016906738,8.5,5.882352828979492,1.5490195751190186,67.16044616699219,2.3636363636363638,1.5534552264213697,6.00343132019043,3.0,4.0,22.0,5.752941131591797,helpful
3.0,5.0,140.0,2.0,12.5,14.554593086242676,28.0,14.285715103149414,1.5071429014205933,50.91072082519531,3.0434782608695654,1.488455892923799,13.114286422729492,20.0,7.0,23.0,16.91428565979004,helpful
4.0,28.0,607.0,14.0,22.25,12.161745071411133,21.678571701049805,11.532124519348145,1.56507408618927,52.425994873046875,2.25,1.299038105676658,11.332515716552734,70.0,36.0,4.0,13.284278869628906,helpful
3.0,8.0,103.0,0.0,NaN,9.516144752502441,12.875,9.70873737335205,1.4951456785202026,67.27755737304688,3.3333333333333335,1.247219128924647,7.073968887329102,10.0,2.0,3.0,9.03349494934082,helpful
5.0,3.0,47.0,2.0,28.0,6.427355766296387,15.666666984558105,2.127659559249878,1.3191488981246948,79.33333587646484,2.357142857142857,1.5859716650838942,6.085956573486328,1.0,2.0,14.0,7.117730617523193,helpful
4.0,28.0,709.0,9.0,26.125,11.629938125610352,25.321428298950195,8.744710922241211,1.4936530590057373,54.770713806152344,2.185185185185185,1.415183198114281,11.910463333129883,62.0,25.0,27.0,13.626456260681152,helpful
4.0,6.0,88.0,2.0,24.5,12.745084762573242,14.666666984558105,19.31818199157715,1.704545497894287,47.74378967285156,2.857142857142857,1.6413036132965795,10.243637084960938,17.0,11.0,14.0,13.593939781188965,helpful
4.0,21.0,540.0,11.0,29.857142857142858,11.111384391784668,25.714284896850586,7.592592239379883,1.4722222089767456,56.185020446777344,2.625,1.7633419974582356,11.810794830322266,41.0,27.0,16.0,13.32275104522705,helpful
4.0,11.0,242.0,18.0,26.0,12.719339370727539,22.0,12.809917449951172,1.63223135471344,46.41822814941406,2.28,1.5879546593023364,12.250329971313477,31.0,14.0,25.0,13.923967361450195,helpful
4.0,11.0,153.0,15.0,20.285714285714285,10.230975151062012,13.909090995788574,11.111111640930176,1.5882352590560913,58.35258483886719,1.8333333333333333,1.105541596785133,8.575721740722656,17.0,12.0,24.0,10.008081436157227,helpful
1.0,14.0,205.0,3.0,17.0,7.709486961364746,14.642857551574707,4.390244007110596,1.3902438879013062,74.35787200927734,2.217391304347826,1.412876244284515,6.525592803955078,9.0,8.0,23.0,7.613240718841553,helpful
5.0,20.0,400.0,22.0,21.714285714285715,9.255337715148926,20.0,5.75,1.4774999618530273,61.53850555419922,3.176470588235294,1.7568452380080093,9.644498825073242,23.0,16.0,17.0,10.300000190734863,helpful
5.0,41.0,912.0,19.0,29.75,12.528810501098633,22.2439022064209,12.171051979064941,1.5471491813659668,53.368621826171875,4.333333333333333,0.9428090415820634,11.341482162475586,111.0,57.0,3.0,13.765982627868652,helpful
5.0,8.0,419.0,0.0,NaN,16.678068161010742,52.375,10.739856719970703,1.5847254991531372,19.606597900390625,4.125,1.2686114456365274,23.536006927490234,45.0,32.0,16.0,25.245943069458008,helpful
1.0,27.0,202.0,11.0,11.5,6.427355766296387,7.481481552124023,4.455445766448975,1.311881184577942,88.25615692138672,2.0,1.5275252316519468,2.8079757690429688,9.0,12.0,6.0,4.774771213531494,helpful
1.0,8.0,135.0,6.0,16.0,10.686352729797363,16.875,10.370369911193848,1.4814814329147339,64.37355041503906,2.823529411764706,1.653349332065317,8.47273063659668,14.0,6.0,17.0,10.898147583007812,helpful
5.0,6.0,118.0,1.0,27.0,13.816669464111328,19.66666603088379,17.79660987854004,1.6694915294647217,45.63435363769531,3.4444444444444446,1.640535895581489,11.780000686645508,21.0,5.0,9.0,14.985310554504395,helpful
3.0,4.0,23.0,3.0,11.0,7.168622016906738,5.75,8.69565200805664,1.60869562625885,64.90312194824219,3.0,1.35400640077266,5.635108947753906,2.0,3.0,12.0,5.778260707855225,helpful
5.0,7.0,94.0,5.0,21.25,11.491703987121582,13.428571701049805,15.957446098327637,1.606382966041565,57.30500793457031,2.3636363636363638,1.4156737729452216,8.602460861206055,15.0,6.0,44.0,11.754406929016113,helpful
1.0,5.0,56.0,1.0,21.0,10.355216026306152,11.199999809265137,14.285715103149414,1.4642857313156128,71.58843994140625,2.357142857142857,1.5859716650838942,6.056571960449219,8.0,2.0,14.0,10.19428539276123,helpful
5.0,4.0,28.0,0.0,NaN,7.168622016906738,7.0,7.142857551574707,1.5,72.83001708984375,4.0,1.3662601021279464,4.840000152587891,2.0,2.0,15.0,5.6571431159973145,helpful
4.0,79.0,2386.0,99.0,27.73846153846154,12.035085678100586,30.202531814575195,8.046940803527832,1.4815590381622314,50.83955383300781,4.5,0.5,13.671382904052734,192.0,144.0,2.0,15.299789428710938,helpful
4.0,27.0,402.0,0.0,NaN,9.539756774902344,14.88888931274414,8.457711219787598,1.4253730773925781,71.13621520996094,2.2432432432432434,1.477861958323494,7.036069869995117,34.0,24.0,37.0,9.338640213012695,helpful
1.0,33.0,616.0,10.0,21.333333333333332,9.725611686706543,18.66666603088379,7.142857551574707,1.4577921628952026,64.55912017822266,2.3076923076923075,1.587674418503869,8.891946792602539,44.0,24.0,26.0,10.323809623718262,helpful
5.0,9.0,174.0,6.0,20.25,9.994966506958008,19.33333396911621,7.471264362335205,1.4482758045196533,64.68753814697266,2.272727272727273,1.6287702606517196,9.039653778076172,13.0,10.0,22.0,10.72183895111084,helpful
1.0,9.0,119.0,2.0,22.5,11.20814323425293,13.222222328186035,15.12605094909668,1.6302521228790283,55.49513244628906,2.6315789473684212,1.69241423061195,8.803642272949219,18.0,9.0,19.0,11.339309692382812,helpful
3.0,20.0,374.0,12.0,22.857142857142858,10.793553352355957,18.700000762939453,9.6256685256958,1.5427807569503784,57.33525085449219,2.3076923076923075,1.587674418503869,9.907814025878906,36.0,21.0,26.0,11.330267906188965,helpful
1.0,4.0,53.0,2.0,12.0,11.20814323425293,13.25,15.094339370727539,1.547169804573059,62.495697021484375,1.9838709677419355,1.442353984155325,7.834102630615234,8.0,4.0,62.0,11.337736129760742,helpful
5.0,9.0,144.0,2.0,17.5,11.855463981628418,16.0,14.583333015441895,1.5138888359069824,62.52000427246094,3.8333333333333335,1.674979270186815,8.513887405395508,21.0,11.0,6.0,12.233332633972168,helpful
1.0,12.0,211.0,5.0,16.75,9.928627967834473,17.58333396911621,8.056872367858887,1.4170615673065186,69.10450744628906,1.6428571428571428,1.315139474251569,7.988826751708984,17.0,8.0,28.0,10.256082534790039,helpful
2.0,6.0,77.0,1.0,9.0,10.504223823547363,12.833333015441895,12.98701286315918,1.6233766078948975,56.47151184082031,2.272727272727273,1.6287702606517196,8.570842742919922,10.0,8.0,22.0,10.328139305114746,helpful
5.0,4.0,88.0,1.0,28.0,10.12575626373291,22.0,6.818181991577148,1.4318181276321411,63.373191833496094,3.5,1.349603116263656,9.885454177856445,6.0,5.0,14.0,11.527273178100586,helpful
